Location,RL,Date,Species ,Pass,PassTime,Count,TL,FL,W,Tag,Recap,Biop,Mortality,StreamW,Depletion
Plimpton,236,8-Jul-25,WCT,2,2196,1,,91,8.1,438687,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,89,8.1,434700,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,90,8.1,443241,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,88,8.1,441319,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,89,8.2,688088,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,94,8.2,688103,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,95,8.2,688258,,,,3.3,2
CCT,261,9-Sep-25,WCT,1,,1,,96,8.2,687686,,,,1.8,2
CCT,261,9-Sep-25,WCT,2,,1,,96,8.2,438462,,,,1.8,2
CLT,251,25-Sep-25,WCT,1,,1,,99,8.2,687882,,,,4.15,2
Cow,295,2-Jul-25,WCT,2,,1,,87,8.2,434877,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,91,8.2,436217,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,90,8.2,437409,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,98,8.2,444415,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,92,8.2,443816,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,89,8.2,435618,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,94,8.3,687838,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,95,8.3,442829,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,95,8.3,687950,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,96,8.3,687848,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,96,8.3,688220,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,97,8.3,687728,,,,4.15,2
CLT,251,25-Sep-25,WCT,2,,1,,97,8.3,687779,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,97,8.3,687854,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,100,8.3,687866,,,,4.15,2
Buffalo,294,15-Jul-25,WCT,1,,1,,92,8.3,443780,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,1,,1,,93,8.3,442018,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,91,8.3,44067,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,103,8.3,437283,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,91,8.4,687656,,,,1.8,2
CLT,251,25-Sep-25,WCT,1,,1,,94,8.4,687806,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,94,8.4,687925,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,95,8.4,687742,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,95,8.4,688178,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,95,8.4,688148,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,96,8.4,437429,1,,,4.15,2
Buffalo,294,10-Oct-25,WCT,1,,1,,96,8.4,441319,1,,,1.5,2
Buffalo,294,10-Oct-25,WCT,2,,1,,98,8.4,688346,,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,98,8.4,437009,1,,,1.5,2
CCT,261,1-Jul-25,WCT,3,1352,1,,83,8.4,440984,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,94,8.4,444311,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,94,8.4,444676,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,72,8.5,687855,,,,4.15,2
CLT,251,25-Sep-25,WCT,3,,1,,94,8.5,438149,,,,4.15,2
CLT,251,25-Sep-25,WCT,3,,1,,95,8.5,687822,,,,4.15,2
CLT,251,25-Sep-25,WCT,2,,1,,95,8.5,687813,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,95,8.5,687710,,,,1.8,2
Pintler,205,2-Oct-25,WCT,3,,1,,95,8.5,688288,,,,5.9,2
CCT,261,9-Sep-25,WCT,2,,1,,96,8.5,444790,,,,1.8,2
Buffalo,294,10-Oct-25,WCT,2,,1,,96,8.5,688366,,,,1.5,2
CLT,251,25-Sep-25,WCT,1,,1,,97,8.5,687881,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,97,8.5,688256,,,,3.3,2
CCT,261,1-Jul-25,WCT,1,1457,1,93,88,8.5,435663,,,,1.8,1
Cow,295,2-Jul-25,WCT,1,,1,,90.5,8.5,444313,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,95,8.6,,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,97,8.6,433994,1,,,1.5,2
CLT,251,25-Sep-25,WCT,2,,1,,98,8.6,687732,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,99,8.6,688232,,,,3.3,2
Buffalo,294,15-Jul-25,WCT,1,,1,,91,8.6,434839,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,1,,1,,92,8.6,444580,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,93,8.6,444459,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,95,8.7,687858,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,95,8.7,688185,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,2,,1,,97,8.7,688243,,,,3.3,2
CLT,251,25-Sep-25,WCT,2,,1,,99,8.7,687804,,,,4.15,2
CCT,261,1-Jul-25,WCT,1,1457,1,95,90,8.7,441363,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,90,8.7,443546,,,,1.8,1
Buffalo,294,10-Oct-25,WCT,3,,1,,96,8.8,688352,,,,1.5,2
CLT,251,25-Sep-25,WCT,1,,1,,98,8.8,687870,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,99,8.8,687920,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,100,8.8,688147,,,,7.2,2
CCT,261,1-Jul-25,WCT,2,1594,1,,86,8.8,442036,,,,1.8,1
Cow,295,2-Jul-25,WCT,2,,1,,82,8.8,437941,,,,7.2,1
Pintler,205,7-Jul-25,WCT,2,1282,1,,90,8.8,444689,,,,5.9,1
Pintler,205,2-Oct-25,WCT,1,,1,,94,8.9,688235,,,,5.9,2
CCT,261,9-Sep-25,WCT,1,,1,,96,8.9,687682,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,98,8.9,687862,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,98,8.9,687884,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,98,8.9,688217,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,92,8.9,432693,,,,7.2,1
Pintler,205,7-Jul-25,WCT,1,1456,1,,93,8.9,438099,,,,5.9,1
Buffalo,294,15-Jul-25,WCT,1,,1,,92,8.9,443189,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,93,8.9,437529,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,95,8.9,436399,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,91,8.9,435268,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,93,9,688078,,,,7.2,2
Pintler,205,2-Oct-25,WCT,1,,1,,94,9,688293,,,,5.9,2
CCT,261,9-Sep-25,WCT,1,,1,,95,9,687694,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,97,9,687700,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,97,9,688136,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,97,9,432741,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,98,9,688100,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,97,9,435241,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,98,9,432741,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,95,9.1,687825,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,96,9.1,688030,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,97,9.1,688353,,,,1.5,2
Plimpton,236,3-Oct-25,WCT,1,,1,,98,9.1,437338,1,,,3.3,2
CCT,261,1-Jul-25,WCT,1,1457,1,95,91,9.1,434085,,,,1.8,1
Pintler,205,7-Jul-25,WCT,1,1456,1,,85,9.1,437326,,,,5.9,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,94,9.1,440949,,,,1.5,1
CCT,261,9-Sep-25,WCT,1,,1,,97,9.2,687628,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,98,9.2,688008,,,,7.2,2
CCT,261,9-Sep-25,WCT,2,,1,,100,9.2,434750,,,,1.8,2
Buffalo,294,10-Oct-25,WCT,1,,1,,101,9.2,688491,,,,1.5,2
Cow,295,2-Jul-25,WCT,2,,1,,96,9.2,441935,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,98,9.2,441681,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,95,9.2,434997,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,95,9.3,687864,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,96,9.3,688190,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,99,9.3,687945,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,99,9.3,687982,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,99,9.3,435241,1,,,2.25,2
CCT,261,9-Sep-25,WCT,1,,1,,101,9.3,687704,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,101,9.3,688042,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,101,9.3,688016,,,,7.2,2
CCT,261,1-Jul-25,WCT,1,1457,1,97,93,9.3,442918,,,,1.8,1
Buffalo,294,15-Jul-25,WCT,1,,1,,96,9.3,436972,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,97,9.3,,,,mort,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,98,9.3,442411,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,96,9.4,687634,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,97,9.4,688212,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,98,9.4,687678,,,,1.8,2
CLT,251,25-Sep-25,WCT,3,,1,,99,9.4,436061,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,99,9.4,688127,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,100,9.4,687832,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,100,9.4,687880,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,100,9.4,687663,,,,1.8,2
CLT,251,25-Sep-25,WCT,3,,1,,101,9.4,438226,,,,4.15,2
Buffalo,294,10-Oct-25,WCT,1,,1,,102,9.4,688345,,,,1.5,2
CCT,261,1-Jul-25,WCT,1,1457,1,97,92,9.4,433547,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,97,9.4,437371,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,99,9.4,433884,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,99,9.4,438850,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,96,9.4,441701,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,98,9.4,443172,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,94,9.5,688218,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,96,9.5,688083,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,99,9.5,437876,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,99,9.5,688088,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,100,9.5,687752,,,,4.15,2
CLT,251,25-Sep-25,WCT,2,,1,,100,9.5,687735,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,100,9.5,443462,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,100,9.5,438594,1,,,2.25,2
Jerry,250,9-Oct-25,WCT,1,,1,,100,9.5,688341,,,,2.25,2
Buffalo,294,10-Oct-25,WCT,1,,1,,100,9.5,442007,1,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,100,9.5,688503,,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,100,9.5,688522,,,,1.5,2
CCT,261,1-Jul-25,WCT,1,1457,1,98,94,9.5,434905,,,,1.8,1
Pintler,205,7-Jul-25,WCT,1,1456,1,,92,9.5,441581,,,,5.9,1
Plimpton,236,8-Jul-25,WCT,1,,1,,97,9.5,438054,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,95,9.5,442541,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,97,9.5,435904,,,,1.5,1
Jerry,250,4-Aug-25,WCT,3,,1,,99,9.5,435430,,,,2.25,1
CLT,251,25-Sep-25,WCT,3,,1,,96,9.6,444495,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,97,9.6,687928,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,98,9.6,687755,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,98,9.6,688066,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,98,9.6,440920,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,99,9.6,688010,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,100,9.6,687916,,,,1.8,2
Plimpton,236,3-Oct-25,WCT,1,,1,,100,9.6,688386,,,,3.3,2
CCT,261,9-Sep-25,WCT,1,,1,,101,9.6,687754,,,,1.8,2
Jerry,250,4-Aug-25,WCT,1,,1,,98,9.7,437975,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,98,9.7,437912,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,60,9.8,687837,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,86,9.8,436359,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,95,9.8,687856,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,100,9.8,441010,1,,,4.15,2
Buffalo,294,10-Oct-25,WCT,1,,1,,100,9.8,688524,,,,1.5,2
CLT,251,25-Sep-25,WCT,3,,1,,101,9.8,444390,,,,4.15,2
Jerry,250,9-Oct-25,WCT,1,,1,,103,9.8,442955,1,,,2.25,2
CCT,261,9-Sep-25,WCT,1,,1,,105,9.8,687817,,,,1.8,2
Buffalo,294,15-Jul-25,WCT,1,,1,,98,9.8,442272,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,99,9.8,433416,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,99,9.9,687943,,,,7.2,2
Pintler,205,2-Oct-25,WCT,2,,1,,99,9.9,688313,,,,5.9,2
CLT,251,25-Sep-25,WCT,1,,1,,100,9.9,687790,,,,4.15,2
CLT,251,25-Sep-25,WCT,1,,1,,100,9.9,687793,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,100,9.9,442420,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,102,9.9,687819,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,103,9.9,687941,,,,7.2,2
CCT,261,1-Jul-25,WCT,1,1457,1,98,93,9.9,444602,,,,1.8,1
Plimpton,236,8-Jul-25,WCT,3,2249,1,,98,9.9,441331,,,,3.3,1
Dry,210,9-Jul-25,WCT,1,,1,,98,9.9,434744,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,96,9.9,438510,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,98,9.9,438594,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,102,9.9,436368,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,98,9.9,438673,,,,2.25,1
Jerry,250,4-Aug-25,WCT,3,,1,,101,9.9,442955,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,100,10,687898,,,,1.8,2
Jerry,250,9-Oct-25,WCT,1,,1,,100,10,441681,1,,,2.25,2
CLT,251,25-Sep-25,WCT,3,,1,,101,10,434345,,,,4.15,2
CCT,261,9-Sep-25,WCT,2,,1,,103,10,435470,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,103,10,441062,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,103,10,442018,1,,,1.5,2
CCT,261,9-Sep-25,WCT,1,,1,,104,10,687673,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,105,10,688149,,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,96,10,441353,,,,7.2,1
Jerry,250,9-Oct-25,WCT,1,,1,,100,10.1,444808,1,,,2.25,2
Pintler,205,2-Oct-25,WCT,1,,1,,101,10.1,688309,,,,5.9,2
Buffalo,294,10-Oct-25,WCT,3,,1,,104,10.1,688420,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,101,10.2,688114,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,102,10.2,442568,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,102,10.2,688378,,,,3.3,2
CCT,261,9-Sep-25,WCT,2,,1,,103,10.2,444326,,,,1.8,2
Jerry,250,4-Aug-25,WCT,1,,1,,101,10.2,433821,,,,2.25,1
Jerry,250,9-Oct-25,WCT,1,,1,,100,10.3,438673,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,101,10.3,688034,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,101,10.3,444178,,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,102,10.3,688514,,,,1.5,2
CCT,261,9-Sep-25,WCT,2,,1,,103,10.3,443171,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,103,10.3,688101,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,104,10.3,688339,,,,1.5,2
Plimpton,236,8-Jul-25,WCT,1,,1,,98,10.3,442813,,,,3.3,1
CCT,261,9-Sep-25,WCT,2,,1,,102,10.4,435574,,,,1.8,2
Pintler,205,2-Oct-25,WCT,2,,1,,102,10.4,688323,,,,5.9,2
CLT,251,25-Sep-25,WCT,1,,1,,103,10.4,687833,,,,4.15,2
Jerry,250,9-Oct-25,WCT,1,,1,,103,10.4,438566,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,104,10.4,687957,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,107,10.4,687986,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,100,10.4,444808,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,100,10.5,687860,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,100,10.5,687715,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,100,10.5,688219,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,102,10.5,687875,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,102,10.5,687973,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,103,10.5,688385,,,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,104,10.5,688038,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,104,10.5,688152,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,104,10.5,688329,,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,105,10.5,688221,,,,7.2,2
Dry,210,4-Oct-25,WCT,2,,1,,105,10.5,688354,,,,3.3,2
Plimpton,236,8-Jul-25,WCT,1,,1,,101,10.5,434112,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,103,10.5,438208,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,101,10.6,687850,,,,4.15,2
Buffalo,294,10-Oct-25,WCT,1,,1,,105,10.6,688396,,,,1.5,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,97,10.6,436414,,,,5.9,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,99,10.6,437314,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,100,10.6,434995,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,100,10.7,687849,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,100,10.7,435250,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,101,10.7,688398,,,,2.25,2
CLT,251,25-Sep-25,WCT,2,,1,,104,10.7,687802,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,104,10.7,688198,,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,106,100,10.7,443705,,,,4.15,1
Buffalo,294,15-Jul-25,WCT,1,,1,,97,10.7,436093,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,100,10.7,444879,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,101,10.7,442241,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,102,10.7,441711,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,100,10.8,687646,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,101,10.8,688084,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,101,10.8,,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,105,10.8,687795,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,105,10.8,688000,,,,7.2,2
Buffalo,294,15-Jul-25,WCT,1,,1,,100,10.8,434167,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,103,10.8,438770,,,,2.25,1
Jerry,250,4-Aug-25,WCT,2,,1,,102,10.8,443393,,,,2.25,1
CLT,251,25-Sep-25,WCT,1,,1,,107,10.8,687911,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,100,10.9,687785,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,103,10.9,687958,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,104,10.9,687681,,,,1.8,2
Jerry,250,9-Oct-25,WCT,1,,1,,104,10.9,433416,1,,,2.25,2
CLT,251,25-Sep-25,WCT,3,,1,,108,10.9,434142,,,,4.15,2
CLT,251,25-Sep-25,WCT,2,,1,,103,11,687740,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,103,11,687676,,,,1.8,2
Jerry,250,9-Oct-25,WCT,2,,1,,103,11,437137,1,,,2.25,2
CCT,261,9-Sep-25,WCT,1,,1,,105,11,687633,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,105,11,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,105,11,433656,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,107,11,434415,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,1,,1,,101,11,438055,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,99,11,435711,,,,1.5,1
Buffalo,294,10-Oct-25,WCT,2,,1,,110,11,688337,,,,1.5,2
Plimpton,236,3-Oct-25,WCT,1,,1,,117,11,434112,1,,,3.3,2
Pintler,205,2-Oct-25,WCT,3,,1,,101,11.1,688296,,,,5.9,2
CCT,261,9-Sep-25,WCT,1,,1,,102,11.1,687722,,,,1.8,2
Jerry,250,9-Oct-25,WCT,2,,1,,102,11.1,432774,1,,,2.25,2
CLT,251,25-Sep-25,WCT,2,,1,,104,11.1,687747,,,,4.15,2
CLT,251,25-Sep-25,WCT,2,,1,,105,11.1,687744,,,,4.15,2
Jerry,250,4-Aug-25,WCT,1,,1,,102,11.1,438566,,,,2.25,1
Buffalo,294,10-Oct-25,WCT,3,,1,,105,11.1,436972,1,,,1.5,2
Buffalo,294,10-Oct-25,WCT,1,,1,,105,11.1,688338,,,,1.5,2
Pintler,205,2-Oct-25,WCT,1,,1,,107,11.1,688314,,,,5.9,2
Jerry,250,9-Oct-25,WCT,1,,1,,103,11.2,688342,,,,2.25,2
Jerry,250,9-Oct-25,WCT,1,,1,,103,11.2,442230,1,,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,104,11.2,435822,,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,103,11.2,437304,,,,7.2,1
Buffalo,294,10-Oct-25,WCT,1,,1,,105,11.2,440949,1,,,1.5,2
CCT,261,9-Sep-25,WCT,1,,1,,100,11.3,687635,,,,1.8,2
CCT,261,9-Sep-25,WCT,2,,1,,104,11.3,434408,,,,1.8,2
Buffalo,294,15-Jul-25,WCT,1,,1,,99,11.3,436004,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,100,11.3,444720,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,101,11.3,442230,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,103,11.3,437137,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,106,11.3,435523,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,103,11.3,432744,,,,2.25,1
CLT,251,25-Sep-25,WCT,2,,1,,105,11.3,435170,1,,,4.15,2
CLT,251,25-Sep-25,WCT,3,,1,,106,11.3,687788,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,106,11.3,387624,,,,1.8,2
Dry,210,4-Oct-25,WCT,2,,1,,106,11.3,688361,,,,3.3,2
Buffalo,294,10-Oct-25,WCT,1,,1,,107,11.3,688355,,,,1.5,2
Cow,295,2-Jul-25,WCT,1,,1,,107,11.4,437962,,,mort,7.2,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,100,11.4,434893,,,,1.5,1
CLT,251,25-Sep-25,WCT,2,,1,,106,11.4,687764,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,106,11.4,687956,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,225,11.4,,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,103,11.5,687737,,,,4.15,2
CLT,251,25-Sep-25,WCT,2,,1,,104,11.5,687760,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,105,11.5,687939,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,106,11.5,687853,,,,4.15,2
Jerry,250,9-Oct-25,WCT,1,,1,,107,11.5,441989,1,,,2.25,2
CLT,251,25-Sep-25,WCT,2,,1,,103,11.6,687807,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,103,11.6,444585,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,106,11.6,441989,,,,2.25,1
CCT,261,9-Sep-25,WCT,2,,1,,105,11.6,435579,,,,1.8,2
CCT,261,9-Sep-25,WCT,2,,1,,107,11.6,435626,,,,1.8,2
Jerry,250,9-Oct-25,WCT,1,,1,,107,11.6,443411,1,,,2.25,2
Dry,210,4-Oct-25,WCT,2,,1,,108,11.6,688347,,,,3.3,2
CLT,251,25-Sep-25,WCT,1,,1,,110,11.6,438273,1,,,4.15,2
Buffalo,294,15-Jul-25,WCT,1,,1,,101,11.7,437098,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,1,,1,,102,11.7,433897,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,3,2028,1,,100,11.7,443821,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,106,11.7,443411,,,,2.25,1
Jerry,250,9-Oct-25,WCT,1,,1,,106,11.7,438850,1,,,2.25,2
