Location,RL,Date,Species ,Pass,PassTime,Count,TL,FL,W,Tag,Recap,Biop,Mortality,StreamW,Depletion
Jerry,250,4-Aug-25,WCT,1,,1,,144,28.5,433076,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,145,28.5,687708,,,,1.8,2
Cow,295,2-Jul-25,WCT,2,,1,,138,28.7,435055,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,143,28.7,443482,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,137,28.7,437077,,,,2.25,1
CLT,251,25-Sep-25,WCT,2,,1,,139,28.7,443709,1,,,4.15,2
CCT,261,9-Sep-25,WCT,2,,1,,143,28.7,442196,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,144,28.7,687711,,,,1.8,2
Pintler,205,7-Jul-25,WCT,2,1282,1,,139,29,438461,,,,5.9,1
Plimpton,236,8-Jul-25,WCT,1,,1,,151,29,437158,,,,3.3,1
Dry,210,9-Jul-25,WCT,1,,1,,141,29,442561,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,146,29,688044,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,143,29.1,443769,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,144,29.1,688315,,,,3.3,2
Plimpton,236,8-Jul-25,WCT,2,2196,1,,141,29.2,434923,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,142,29.2,444156,,,,2.25,1
Plimpton,236,3-Oct-25,WCT,1,,1,,143,29.2,688260,,,,3.3,2
CCT,261,1-Jul-25,WCT,3,1352,1,,124,29.4,437441,,,,1.8,1
CCT,261,9-Sep-25,WCT,1,,1,,142,29.4,434790,1,,,1.8,2
Plimpton,236,3-Oct-25,WCT,1,,1,,143,29.4,441471,1,,,3.3,2
Plimpton,236,3-Oct-25,WCT,2,,1,,144,29.4,688247,,3,,3.3,2
Plimpton,236,8-Jul-25,WCT,2,2196,1,,141,29.6,433679,,,,3.3,1
Jerry,250,9-Oct-25,WCT,2,,1,,142,29.7,435962,1,4,,2.25,2
Cow,250,27-Sep-25,WCT,1,,1,,143,29.7,687932,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,146,29.7,688003,,,,7.2,2
Cow,295,2-Jul-25,WCT,2,,1,,132,29.8,442615,,,,7.2,1
Dry,210,9-Jul-25,WCT,1,,1,,141,29.8,434853,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,144,29.8,688026,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,142,29.9,687750,,,,4.15,2
CLT,251,30-Jun-25,WCT,1,3260,1,150,143,30,433236,,,,4.15,1
CCT,261,1-Jul-25,WCT,3,1352,1,,138,30,442583,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,136,30,688138,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,144,30,688043,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,146,30,687918,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,1,,1,,151,30,437158,1,,,3.3,2
Plimpton,236,3-Oct-25,WCT,1,,1,,143,30.1,688236,,,,3.3,2
CCT,261,9-Sep-25,WCT,2,,1,,147,30.1,443238,1,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,136,30.4,688071,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,146,30.4,688072,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,148,30.4,687964,,,,7.2,2
CCT,261,9-Sep-25,WCT,2,,1,,148,30.5,442771,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,150,30.5,688180,,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,144,30.6,433212,,,,7.2,1
CCT,261,9-Sep-25,WCT,2,,1,,146,30.6,441056,,,,1.8,2
Jerry,250,4-Aug-25,WCT,1,,1,,143,30.7,436376,,,,2.25,1
Buffalo,294,10-Oct-25,WCT,3,,1,,143,30.7,688336,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,147,30.7,688210,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,145,30.8,,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,144,30.8,434198,,,,1.5,1
Plimpton,236,8-Jul-25,WCT,1,,1,,138,30.9,441471,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,144,30.9,433946,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,143,30.9,687674,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,146,31,444821,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,145,31.1,,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,145,31.1,688032,,,,7.2,2
Buffalo,294,10-Oct-25,WCT,1,,1,,146,31.1,443429,1,,,1.5,2
CCT,261,1-Jul-25,WCT,1,1457,1,149,139,31.3,444258,,,,1.8,1
CCT,261,1-Jul-25,WCT,2,1594,1,,132,31.3,441986,,,,1.8,1
Dry,210,4-Oct-25,WCT,1,,1,,149,31.3,688362,,8,,3.3,2
Dry,210,4-Oct-25,WCT,1,,1,,149,31.4,,,2,mort,3.3,2
Pintler,205,7-Jul-25,WCT,2,1282,1,,136,31.5,435178,,,,5.9,1
Jerry,250,4-Aug-25,WCT,1,,1,,146,31.5,442620,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,145,31.5,444863,1,,,1.8,2
Cow,295,2-Jul-25,WCT,1,,1,,146,31.6,442982,,,,7.2,1
Pintler,205,7-Jul-25,WCT,3,1220,1,,133,31.6,442577,,,,5.9,1
Jerry,250,4-Aug-25,WCT,1,,1,,144,31.6,436229,,,,2.25,1
Jerry,250,4-Aug-25,WCT,2,,1,,145,31.6,438244,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,148,31.6,687699,,,,1.8,2
CLT,251,30-Jun-25,WCT,1,3260,1,156,148,31.7,,,,Mort,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,145,138,31.7,442196,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,141,31.7,442688,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,1,,1,,139,31.7,,,,mort,1.5,1
CLT,251,25-Sep-25,WCT,2,,1,,145,31.7,687729,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,147,31.7,441543,1,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,148,31.8,433748,,,,7.2,2
CCT,261,1-Jul-25,WCT,1,1457,1,139,134,31.9,434041,,,,1.8,1
Dry,210,9-Jul-25,WCT,3,,1,,146,32,443175,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,143,32,442360,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,143,32,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,146,32,688056,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,146,32,436229,1,1,,2.25,2
Dry,210,9-Jul-25,WCT,3,,1,,139,32.1,441767,,,,3.3,1
CLT,251,30-Jun-25,WCT,2,1971,1,154,146,32.2,438597,,,,4.15,1
CCT,261,9-Sep-25,WCT,1,,1,,149,32.2,442981,1,,,1.8,2
Plimpton,236,8-Jul-25,WCT,1,,1,,147,32.3,438500,,,,3.3,1
CLT,251,25-Sep-25,WCT,2,,1,,144,32.3,687769,,,,4.15,2
Jerry,250,9-Oct-25,WCT,1,,1,,150,32.3,688424,,,,2.25,2
CCT,261,1-Jul-25,WCT,1,1457,1,148,139,32.6,442981,,,,1.8,1
Dry,210,9-Jul-25,WCT,1,,1,,141,32.6,438482,,,,3.3,1
CLT,251,25-Sep-25,WCT,1,,1,,146,32.6,434373,1,,,4.15,2
CCT,261,9-Sep-25,WCT,2,,1,,149,32.6,441536,,,,1.8,2
Jerry,250,4-Aug-25,WCT,1,,1,,149,32.7,437609,,,,2.25,1
Dry,210,4-Oct-25,WCT,1,,1,,151,32.7,688364,,9,,3.3,2
Jerry,250,4-Aug-25,WCT,1,,1,,144,32.8,444393,,,,2.25,1
CCT,261,1-Jul-25,WCT,2,1594,1,,139,32.9,437942,,,,1.8,1
Jerry,250,9-Oct-25,WCT,1,,1,,154,33.2,443064,1,,,2.25,2
CCT,261,9-Sep-25,WCT,1,,1,,153,33.3,687879,,,,1.8,2
Cow,295,2-Jul-25,WCT,3,,1,,146,33.4,437388,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,148,33.4,442887,,,,3.3,1
CCT,261,9-Sep-25,WCT,1,,1,,147,33.4,441986,1,,,1.8,2
Cow,295,2-Jul-25,WCT,3,,1,,147,33.7,434567,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,150,33.7,434989,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,147,33.8,687746,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,150,34,688142,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,151,34,,,,,7.2,2
Dry,210,4-Oct-25,WCT,1,,1,,152,34,688403,,,,3.3,2
CLT,251,30-Jun-25,WCT,2,1971,1,152,145,34.1,444347,,,,4.15,1
CCT,261,1-Jul-25,WCT,3,1352,1,,139,34.1,438338,,,,1.8,1
Cow,295,2-Jul-25,WCT,1,,1,,146,34.2,,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,147,34.2,442850,,,,2.25,1
Jerry,250,4-Aug-25,WCT,1,,1,,150,34.3,442950,,,,2.25,1
CCT,261,1-Jul-25,WCT,2,1594,1,,140,34.4,444194,,,,1.8,1
Jerry,250,4-Aug-25,WCT,1,,1,,152,34.4,441527,,,,2.25,1
CCT,261,9-Sep-25,WCT,2,,1,,152,34.5,436983,1,,,1.8,2
CCT,261,9-Sep-25,WCT,2,,1,,152,34.5,443894,,,,1.8,2
Plimpton,236,3-Oct-25,WCT,1,,1,,154,34.5,436273,1,,,3.3,2
Plimpton,236,8-Jul-25,WCT,3,2249,1,,152,34.6,436273,,,,3.3,1
Jerry,250,9-Oct-25,WCT,1,,1,,149,34.6,444393,1,,,2.25,2
Jerry,250,4-Aug-25,WCT,1,,1,,152,35,443064,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,134,35,687981,,,,7.2,2
Jerry,250,4-Aug-25,WCT,3,,1,,144,35.3,4443367,,,,2.25,1
Cow,295,2-Jul-25,WCT,1,,1,,152,35.4,435814,,,,7.2,1
Buffalo,294,10-Oct-25,WCT,1,,1,,155,35.4,434837,1,,,1.5,2
CLT,251,25-Sep-25,WCT,1,,1,,150,35.5,438597,1,,,4.15,2
Cow,295,2-Jul-25,WCT,3,,1,,150,35.7,443062,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,2,2196,1,,156,35.8,442916,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,150,35.8,,,,,7.2,2
CLT,251,30-Jun-25,WCT,1,3260,1,153,146,35.9,434664,,,,4.15,1
CCT,261,1-Jul-25,WCT,3,1352,1,,142,36,442888,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,135,36,688164,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,152,36,442688,1,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,155,36,688170,,,,7.2,2
Plimpton,236,8-Jul-25,WCT,1,,1,,152,36.1,441578,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,150,36.1,442179,,,,1.5,1
CCT,261,9-Sep-25,WCT,2,,1,,156,36.3,434045,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,155,36.4,688203,,,,7.2,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,137,36.5,441770,,,,5.9,1
Cow,250,27-Sep-25,WCT,1,,1,,151,36.5,688154,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,154,36.5,443834,1,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,149,36.6,443834,,,,7.2,1
CLT,251,25-Sep-25,WCT,2,,1,,147,36.6,687780,,,,4.15,2
Cow,250,27-Sep-25,WCT,1,,1,,150,36.6,688134,,,,7.2,2
CLT,251,25-Sep-25,WCT,2,,1,,148,36.7,687757,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,153,36.7,687662,,,,1.8,2
Pintler,205,2-Oct-25,WCT,3,,1,,148,36.9,688249,,,,5.9,2
CCT,261,1-Jul-25,WCT,3,1352,1,,143,37,438797,,,,1.8,1
Jerry,250,4-Aug-25,WCT,3,,1,,149,37.1,442257,,,,2.25,1
Cow,295,2-Jul-25,WCT,1,,1,,154,37.2,,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,151,37.5,688117,,,,7.2,2
CLT,251,25-Sep-25,WCT,3,,1,,152,37.5,687771,,,,4.15,2
Pintler,205,2-Oct-25,WCT,2,,1,,154,37.6,688299,,,,5.9,2
Dry,210,9-Jul-25,WCT,1,,1,,152,37.7,443135,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,156,37.7,688122,,,,7.2,2
Cow,295,2-Jul-25,WCT,1,,1,,154,37.8,,,,,7.2,1
CCT,261,9-Sep-25,WCT,1,,1,,158,37.8,687690,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,152,38,687961,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,155,38,688140,,,,7.2,2
CLT,251,30-Jun-25,WCT,2,1971,1,160,154,38.1,434118,,,,4.15,1
CCT,261,1-Jul-25,WCT,1,1457,1,148,140,38.1,443238,,,,1.8,1
CCT,261,9-Sep-25,WCT,2,,1,,155,38.2,438434,,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,159,38.2,688046,,,,7.2,2
Plimpton,236,8-Jul-25,WCT,2,2196,1,,167,38.3,434668,,,,3.3,1
Dry,210,4-Oct-25,WCT,3,,1,,157,38.4,688372,,6,,3.3,2
Jerry,250,9-Oct-25,WCT,1,,1,,161,38.5,443517,1,2,,2.25,2
Buffalo,294,10-Oct-25,WCT,1,,1,,158,38.7,688495,,,,1.5,2
Cow,250,27-Sep-25,WCT,1,,1,,160,38.9,688036,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,159,39,688389,,5,,2.25,2
Buffalo,294,10-Oct-25,WCT,3,,1,,155,39.1,442179,1,4,,1.5,2
Buffalo,294,15-Jul-25,WCT,3,2028,1,,139,39.2,433861,,,,1.5,1
CLT,251,25-Sep-25,WCT,1,,1,,155,39.2,687789,,,,4.15,2
Plimpton,236,3-Oct-25,WCT,3,,1,,156,39.2,442916,1,8,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,156,39.3,687970,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,155,39.4,434757,1,,,1.8,2
CCT,261,1-Jul-25,WCT,2,1594,1,,148,39.5,444261,,,,1.8,1
Dry,210,9-Jul-25,WCT,1,,1,,149,39.5,438694,,,,3.3,1
Jerry,250,4-Aug-25,WCT,1,,1,,154,39.5,434253,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,154,39.5,687874,,,,1.8,2
Cow,295,2-Jul-25,WCT,1,,1,,159,39.7,435226,,,,7.2,1
Plimpton,236,8-Jul-25,WCT,1,,1,,153,39.7,443128,,,,3.3,1
CLT,251,25-Sep-25,WCT,1,,1,,150,39.7,444347,1,,,4.15,2
CCT,261,1-Jul-25,WCT,1,1457,1,147,139,39.8,436983,,,,1.8,1
Cow,295,2-Jul-25,WCT,2,,1,,157,39.8,442213,,,,7.2,1
Cow,295,2-Jul-25,WCT,1,,1,,156,39.9,438421,,,,7.2,1
CCT,261,9-Sep-25,WCT,2,,1,,154,39.9,687670,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,157,39.9,437942,1,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,159,39.9,687639,,,,1.8,2
Cow,295,2-Jul-25,WCT,3,,1,,154,40,438675,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,1,,1,,154,40,434837,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,158,40,436842,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,158,40,688070,,,,7.2,2
Cow,295,2-Jul-25,WCT,3,,1,,151,40.3,435471,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,151,40.3,442308,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,153,40.3,438377,,,,1.5,1
Jerry,250,4-Aug-25,WCT,1,,1,,158,40.3,443610,,,,2.25,1
CCT,261,1-Jul-25,WCT,1,1457,1,157,147,40.4,444461,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,155,40.8,443101,,,,7.2,1
Cow,295,2-Jul-25,WCT,1,,1,,158,40.9,433243,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,159,40.9,688092,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,159,40.9,441284,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,159,40.9,,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,160,41,687648,,,,1.8,2
Dry,210,9-Jul-25,WCT,2,,1,,153,41.1,437134,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,157,41.2,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,158,41.2,688089,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,159,41.2,687765,,,,4.15,2
Jerry,250,9-Oct-25,WCT,2,,1,,159,41.3,442518,1,9,,2.25,2
Jerry,250,4-Aug-25,WCT,3,,1,,159,41.4,443517,,,,2.25,1
Dry,210,9-Jul-25,WCT,1,,1,,156,41.5,434163,,,,3.3,1
Buffalo,294,15-Jul-25,WCT,1,,1,,154,41.5,442859,,,,1.5,1
CCT,261,9-Sep-25,WCT,1,,1,,158,41.5,435344,1,,,1.8,2
Buffalo,294,15-Jul-25,WCT,1,,1,,158,41.7,434841,,,,1.5,1
Jerry,250,9-Oct-25,WCT,1,,1,,159,41.8,434253,1,7,,2.25,2
Jerry,250,4-Aug-25,WCT,1,,1,,159,41.9,436344,,,,2.25,1
CCT,261,9-Sep-25,WCT,1,,1,,158,41.9,687703,,,,1.8,2
CLT,251,25-Sep-25,WCT,2,,1,,161,41.9,687725,,,,4.15,2
CCT,261,1-Jul-25,WCT,1,1457,1,152,144,42,435344,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,160,42,688131,,,,7.2,2
Dry,210,9-Jul-25,WCT,1,,1,,156,42.3,,,,mort,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,160,42.3,438421,1,,,7.2,2
Dry,210,9-Jul-25,WCT,1,,1,,157,42.4,438177,,,,3.3,1
Dry,210,9-Jul-25,WCT,2,,1,,158,42.4,436039,,,,3.3,1
Dry,210,4-Oct-25,WCT,1,,1,,161,42.4,688330,,4,,3.3,2
Plimpton,236,8-Jul-25,WCT,1,,1,,161,42.6,,,,mort,3.3,1
CLT,251,25-Sep-25,WCT,1,,1,,158,42.7,687841,,,,4.15,2
CCT,261,1-Jul-25,WCT,1,1457,1,156,148,42.8,443345,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,158,43,436529,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,160,43.1,,,,,7.2,2
CCT,261,1-Jul-25,WCT,1,1457,1,161,152,43.2,436393,,,,1.8,1
Cow,295,2-Jul-25,WCT,2,,1,,161,43.3,435453,,,,7.2,1
Jerry,250,4-Aug-25,WCT,1,,1,,159,43.4,442518,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,163,43.7,,,,,7.2,2
CCT,261,1-Jul-25,WCT,3,1352,1,,147,43.8,434757,,,,1.8,1
Cow,295,2-Jul-25,WCT,3,,1,,156,43.8,435028,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,169,43.8,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,100,44,,,,,7.2,2
Plimpton,236,3-Oct-25,WCT,1,,1,,159,44,443128,1,,,3.3,2
Buffalo,294,10-Oct-25,WCT,3,,1,,163,44,442859,1,10,,1.5,2
CCT,261,9-Sep-25,WCT,2,,1,,160,44.2,434792,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,164,44.3,687640,,,,1.8,2
Pintler,205,7-Jul-25,WCT,1,1456,1,,145,44.4,441258,,,,5.9,1
Cow,250,27-Sep-25,WCT,1,,1,,162,44.5,688090,,,,7.2,2
Dry,210,9-Jul-25,WCT,1,,1,,163,44.6,433311,,,,3.3,1
Buffalo,294,10-Oct-25,WCT,3,,1,,163,44.6,688416,,8,,1.5,2
Cow,295,2-Jul-25,WCT,3,,1,,154,44.8,444331,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,168,45.4,,,,,7.2,2
Plimpton,236,8-Jul-25,WCT,1,,1,,166,45.5,443260,,,,3.3,1
Buffalo,294,10-Oct-25,WCT,3,,1,,165,45.5,688350,,6,,1.5,2
CCT,261,1-Jul-25,WCT,3,1352,1,,151,45.6,438427,,,,1.8,1
CCT,261,1-Jul-25,WCT,1,1457,1,162,153,46,441376,,,,1.8,1
CCT,261,1-Jul-25,WCT,1,1457,1,159,150,46.2,435683,,,,1.8,1
CCT,261,9-Sep-25,WCT,2,,1,,165,46.2,433932,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,166,46.6,687842,,,,1.8,2
CLT,251,30-Jun-25,WCT,1,3260,1,178,169,47,444125,,,,4.15,1
CCT,261,9-Sep-25,WCT,1,,1,,167,47,444261,1,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,168,47.2,688106,,,,7.2,2
CCT,261,1-Jul-25,WCT,2,1594,1,,146,47.6,438677,,,,1.8,1
CCT,261,1-Jul-25,WCT,3,1352,1,,159,47.6,438604,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,168,47.7,688110,, ,,7.2,2
CCT,261,1-Jul-25,WCT,3,1352,1,,154,47.9,436812,,,,1.8,1
CCT,261,9-Sep-25,WCT,1,,1,,165,48,687689,,,,1.8,2
CCT,261,1-Jul-25,WCT,2,1594,1,,158,48.1,437124,,,,1.8,1
Cow,295,2-Jul-25,WCT,1,,1,,166,48.2,441731,,,,7.2,1
CCT,261,9-Sep-25,WCT,2,,1,,168,48.2,438604,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,166,48.3,437124,,,,1.8,2
CCT,261,1-Jul-25,WCT,2,1594,1,,160,48.4,437053,,,,1.8,1
Plimpton,236,3-Oct-25,WCT,1,,1,,168,48.5,443260,1,6,,3.3,2
Cow,250,27-Sep-25,WCT,1,,1,,170,48.6,687988,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,169,48.9,,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,165,49.1,687919,,,,4.15,2
CCT,261,9-Sep-25,WCT,2,,1,,170,49.1,687643,,,,1.8,2
Buffalo,294,10-Oct-25,WCT,2,,1,,172,49.4,688404,,9,,1.5,2
Cow,295,2-Jul-25,WCT,2,,1,,169,50,443088,,,,7.2,1
Cow,250,27-Sep-25,WCT,1,,1,,172,50,688035,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,169,50.2,687831,,,,4.15,2
CCT,261,1-Jul-25,WCT,1,1457,1,176,166,50.3,437456,,,,1.8,1
CCT,261,1-Jul-25,WCT,1,1457,1,180,172,50.3,444173,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,172,50.4,688065,,,,7.2,2
Dry,210,9-Jul-25,WCT,1,,1,,168,50.7,437142,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,171,50.8,,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,168,51,688195,,,,7.2,2
Jerry,250,9-Oct-25,WCT,1,,1,,175,51,442736,1,8,,2.25,2
CCT,261,9-Sep-25,WCT,1,,1,,168,51.1,687631,,,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,171,51.1,444032,1,,,1.8,2
Buffalo,294,15-Jul-25,WCT,1,,1,,167,51.2,435433,,,,1.5,1
CLT,251,25-Sep-25,WCT,1,,1,,153,51.2,687857,,,,4.15,2
CCT,261,9-Sep-25,WCT,1,,1,,171,51.5,687871,,,,1.8,2
Jerry,250,4-Aug-25,WCT,1,,1,,170,51.6,438522,,,,2.25,1
Cow,295,2-Jul-25,WCT,2,,1,,167,51.9,445708,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,164,51.9,442716,,,,1.5,1
Cow,250,27-Sep-25,WCT,1,,1,,171,52,688169,,,,7.2,2
CCT,261,1-Jul-25,WCT,1,1457,1,161,152,52.2,444032,,,,1.8,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,167,52.5,433475,,,,1.5,1
CCT,261,1-Jul-25,WCT,1,1457,1,173,164,52.9,443548,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,171,52.9,688068,,,,7.2,2
Cow,250,27-Sep-25,WCT,1,,1,,172,53,443637,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,174,53.1,687787,,6,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,175,53.1,687814,,,,1.8,2
Dry,210,9-Jul-25,WCT,1,,1,,168,53.2,44070,,,,3.3,1
Plimpton,236,8-Jul-25,WCT,1,,1,,175,53.4,434712,,,,3.3,1
Dry,210,4-Oct-25,WCT,1,,1,,171,53.4,688412,,7,,3.3,2
Alkali,250,11-Oct-25,WCT,1,,1,,179,53.4,,,9,,1.7,2
CCT,261,9-Sep-25,WCT,1,,1,,169,53.5,687816,,8,,1.8,2
CCT,261,9-Sep-25,WCT,1,,1,,170,53.5,434105,1,,,1.8,2
Cow,250,27-Sep-25,WCT,1,,1,,176,53.6,,,,,7.2,2
Jerry,250,4-Aug-25,WCT,1,,1,,168,53.7,433222,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,178,54,,,,,7.2,2
CLT,251,25-Sep-25,WCT,1,,1,,175,54.1,444125,1,,,4.15,2
Jerry,250,4-Aug-25,WCT,1,,1,,174,54.2,442736,,,,2.25,1
Cow,250,27-Sep-25,WCT,1,,1,,171,54.2,,,,,7.2,2
CCT,261,1-Jul-25,WCT,2,1594,1,,163,54.5,434017,,,,1.8,1
CCT,261,9-Sep-25,WCT,1,,1,,166,54.5,687655,,,,1.8,2
Cow,295,2-Jul-25,WCT,1,,1,,175,54.7,,,,,7.2,1
CCT,261,1-Jul-25,WCT,1,1457,1,183,171,54.8,444209,,,mort,1.8,1
Dry,210,9-Jul-25,WCT,3,,1,,168,54.8,435694,,,,3.3,1
Cow,250,27-Sep-25,WCT,1,,1,,174,54.8,687984,,,,7.2,2
CCT,261,9-Sep-25,WCT,1,,1,,175,55.1,436223,1,,,1.8,2
Alkali,250,16-Jul-25,WCT,1,,1,,167,55.2,441766,,,,1.7,1
Dry,210,4-Oct-25,WCT,2,,1,,178,55.2,688370,,,,3.3,2
Cow,295,2-Jul-25,WCT,3,,1,,165,55.4,443323,,,,7.2,1
Cow,295,2-Jul-25,WCT,3,,1,,173,55.4,442295,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,2,2951,1,,171,55.6,442890,,,,1.5,1
Cow,295,2-Jul-25,WCT,3,,1,,168,55.7,436542,,,,7.2,1
Buffalo,294,15-Jul-25,WCT,1,,1,,178,55.8,434374,,,,1.5,1
Buffalo,294,15-Jul-25,WCT,1,,1,,173,55.9,444737,,,,1.5,1
CCT,261,1-Jul-25,WCT,1,1457,1,173,164,56,443254,,,,1.8,1
Cow,250,27-Sep-25,WCT,1,,1,,173,56,688054,,,,7.2,2
